,ident,echelon,period,grade
272583,1448764,5,2011-01-31,793
272592,1448793,6,2011-01-31,793
272604,1448856,5,2011-01-31,794
272609,1448942,5,2011-01-31,793
272616,1448944,7,2011-01-31,795
272621,1448945,6,2011-01-31,794
272635,1448946,5,2011-01-31,793
272651,1448958,5,2011-01-31,794
272654,1448996,5,2011-01-31,793
272668,1449097,5,2011-01-31,793
272676,1449128,5,2011-01-31,793
272685,1449154,4,2011-01-31,793
272696,1449185,5,2011-01-31,793
272705,1449186,5,2011-01-31,793
272719,1449190,5,2011-01-31,793
272727,1449263,9,2011-01-31,794
272731,1449293,5,2011-01-31,793
272742,1449425,5,2011-01-31,793
272754,1449478,5,2011-01-31,794
272757,1449522,5,2011-01-31,795
272762,1449523,5,2011-01-31,795
272776,1449528,5,2011-01-31,793
272782,1449529,6,2011-01-31,795
272796,1449617,5,2011-01-31,793
272810,1449618,5,2011-01-31,793
272819,1449622,5,2011-01-31,793
272828,1449634,6,2011-01-31,795
272838,1449684,5,2011-01-31,795
272848,1449688,5,2011-01-31,794
272852,1449728,9,2011-01-31,793
272866,1449730,5,2011-01-31,793
272873,1449732,6,2011-01-31,795
272880,1449741,7,2011-01-31,793
272890,1449746,5,2011-01-31,793
272904,1449747,5,2011-01-31,793
272911,1449750,6,2011-01-31,795
272922,1449775,4,2011-01-31,794
272928,1449785,8,2011-01-31,793
272942,1449795,4,2011-01-31,793
272949,1449807,5,2011-01-31,793
272960,1449842,5,2011-01-31,793
272974,1449942,5,2011-01-31,793
272983,1449955,7,2011-01-31,795
272995,1449970,5,2011-01-31,793
273008,1449976,6,2011-01-31,795
273015,1450050,4,2011-01-31,793
273028,1450092,4,2011-01-31,793
273039,1450169,5,2011-01-31,793
273050,1450175,5,2011-01-31,793
273058,1450181,4,2011-01-31,793
273065,1450195,5,2011-01-31,793
273079,1450217,6,2011-01-31,794
273090,1450220,5,2011-01-31,793
273101,1450223,5,2011-01-31,794
273116,1450243,4,2011-01-31,794
273130,1450247,5,2011-01-31,794
273143,1450254,6,2011-01-31,793
273152,1450297,5,2011-01-31,794
273156,1450310,5,2011-01-31,795
273163,1450313,5,2011-01-31,793
273177,1450483,5,2011-01-31,793
273191,1450492,8,2011-01-31,793
273202,1450498,4,2011-01-31,793
273216,1450501,7,2011-01-31,793
273227,1450525,5,2011-01-31,793
273237,1450530,7,2011-01-31,793
273246,1450536,10,2011-01-31,795
273260,1450541,5,2011-01-31,793
273274,1450543,5,2011-01-31,793
273280,1450561,5,2011-01-31,795
273291,1450564,9,2011-01-31,793
273297,1450571,8,2011-01-31,795
273311,1450579,5,2011-01-31,793
273322,1450588,5,2011-01-31,793
273333,1450604,8,2011-01-31,793
273344,1450608,5,2011-01-31,793
273352,1450618,4,2011-01-31,793
273363,1450623,6,2011-01-31,793
273371,1450626,7,2011-01-31,793
273383,1450645,5,2011-01-31,793
273397,1450679,5,2011-01-31,793
273405,1450692,4,2011-01-31,793
273414,1450698,4,2011-01-31,793
273424,1450726,4,2011-01-31,793
273436,1450930,5,2011-01-31,793
273450,1450952,4,2011-01-31,793
273455,1450969,7,2011-01-31,793
273462,1450970,7,2011-01-31,793
273476,1451002,6,2011-01-31,793
273488,1451006,5,2011-01-31,794
273495,1451023,8,2011-01-31,794
273501,1451033,6,2011-01-31,795
273508,1451052,5,2011-01-31,795
273515,1451095,8,2011-01-31,795
273528,1451104,10,2011-01-31,793
273542,1451106,5,2011-01-31,793
273556,1451120,5,2011-01-31,793
273570,1451205,5,2011-01-31,793
273584,1451321,4,2011-01-31,793
273596,1451347,6,2011-01-31,795
273608,1451362,5,2011-01-31,795
273622,1451381,5,2011-01-31,793
273636,1451385,6,2011-01-31,793
273646,1451396,4,2011-01-31,793
273655,1451413,6,2011-01-31,794
273660,1451433,5,2011-01-31,793
273674,1451438,5,2011-01-31,793
273683,1451440,5,2011-01-31,794
273697,1451451,4,2011-01-31,793
273709,1451452,5,2011-01-31,793
273720,1451464,5,2011-01-31,793
273723,1451473,5,2011-01-31,795
273737,1451474,5,2011-01-31,793
273750,1451475,5,2011-01-31,793
273764,1451478,5,2011-01-31,793
273778,1451480,6,2011-01-31,793
273789,1451483,5,2011-01-31,793
273800,1451484,5,2011-01-31,793
273807,1451500,5,2011-01-31,793
273813,1451503,5,2011-01-31,795
273820,1451506,6,2011-01-31,795
273834,1451507,5,2011-01-31,793
273845,1451510,4,2011-01-31,793
273856,1451515,4,2011-01-31,793
273870,1451521,4,2011-01-31,793
273882,1451527,4,2011-01-31,793
273896,1451539,5,2011-01-31,794
273907,1451554,5,2011-01-31,793
273921,1451577,5,2011-01-31,793
273926,1451587,5,2011-01-31,794
273937,1451590,5,2011-01-31,793
273951,1451592,5,2011-01-31,793
273958,1451611,5,2011-01-31,793
273972,1451626,5,2011-01-31,793
273979,1451638,5,2011-01-31,795
273988,1451641,5,2011-01-31,794
273995,1451648,5,2011-01-31,795
274006,1451679,5,2011-01-31,795
274011,1451681,6,2011-01-31,795
274016,1451689,3,2011-01-31,796
274028,1451701,4,2011-01-31,794
274040,1451718,6,2011-01-31,794
274048,1451723,5,2011-01-31,793
274053,1451730,5,2011-01-31,793
274063,1451732,5,2011-01-31,794
274069,1451738,5,2011-01-31,795
274076,1451743,5,2011-01-31,793
274090,1451752,5,2011-01-31,793
274101,1451780,5,2011-01-31,794
274105,1452013,8,2011-01-31,794
274114,1452018,6,2011-01-31,793
274128,1452030,4,2011-01-31,793
274142,1452067,7,2011-01-31,793
274154,1452068,5,2011-01-31,794
274159,1452078,5,2011-01-31,793
274170,1452084,4,2011-01-31,793
274184,1452098,5,2011-01-31,793
274198,1452105,5,2011-01-31,793
274209,1452114,5,2011-01-31,793
274223,1452119,5,2011-01-31,793
274237,1452123,5,2011-01-31,793
274244,1452172,5,2011-01-31,793
274255,1452183,5,2011-01-31,793
274263,1452187,5,2011-01-31,793
274275,1452191,5,2011-01-31,793
274284,1452202,5,2011-01-31,793
274298,1452217,4,2011-01-31,793
274309,1452233,6,2011-01-31,793
274320,1452259,5,2011-01-31,794
274325,1452285,8,2011-01-31,793
274336,1452309,9,2011-01-31,793
274348,1452396,4,2011-01-31,793
274352,1452433,5,2011-01-31,793
274366,1452472,5,2011-01-31,793
274380,1452768,7,2011-01-31,793
274387,1452769,7,2011-01-31,793
274401,1452770,7,2011-01-31,793
274408,1452771,7,2011-01-31,793
274421,1452772,6,2011-01-31,793
274427,1452775,8,2011-01-31,793
274441,1452782,7,2011-01-31,793
274445,1452785,7,2011-01-31,793
274452,1452786,8,2011-01-31,793
274459,1452787,7,2011-01-31,793
274470,1452788,7,2011-01-31,793
274477,1452789,7,2011-01-31,793
274483,1452790,7,2011-01-31,793
274496,1452791,7,2011-01-31,793
274502,1452792,8,2011-01-31,793
274509,1452793,7,2011-01-31,793
274515,1452794,7,2011-01-31,794
274521,1452796,7,2011-01-31,793
274527,1452798,8,2011-01-31,793
274534,1452800,9,2011-01-31,794
274540,1452801,7,2011-01-31,793
274550,1452803,9,2011-01-31,795
274564,1452845,5,2011-01-31,793
274578,1452848,6,2011-01-31,793
274592,1452852,5,2011-01-31,793
274606,1452853,5,2011-01-31,793
274618,1452861,5,2011-01-31,793
274624,1452862,6,2011-01-31,795
274638,1452866,4,2011-01-31,793
274646,1452869,5,2011-01-31,793
274652,1452890,5,2011-01-31,795
274666,1452891,5,2011-01-31,793
274672,1452895,5,2011-01-31,795
274684,1452907,6,2011-01-31,794
274689,1452911,8,2011-01-31,795
274693,1452912,7,2011-01-31,795
274704,1452916,4,2011-01-31,793
274712,1452924,6,2011-01-31,795
274723,1452928,5,2011-01-31,793
274731,1452942,6,2011-01-31,795
274744,1452947,5,2011-01-31,793
274751,1452956,7,2011-01-31,794
274754,1452966,5,2011-01-31,795
274760,1452969,5,2011-01-31,795
274772,1452977,4,2011-01-31,795
274781,1452979,5,2011-01-31,793
274788,1453017,5,2011-01-31,793
274802,1453024,5,2011-01-31,793
274810,1453026,5,2011-01-31,795
274819,1453048,5,2011-01-31,793
274827,1453049,5,2011-01-31,794
274835,1453197,5,2011-01-31,794
274843,1453201,11,2011-01-31,793
274855,1453217,5,2011-01-31,793
274864,1453224,8,2011-01-31,795
274876,1453239,5,2011-01-31,793
274890,1453240,7,2011-01-31,793
274899,1453243,6,2011-01-31,793
274913,1453244,5,2011-01-31,793
274924,1453245,5,2011-01-31,793
274938,1453276,9,2011-01-31,793
274952,1453282,5,2011-01-31,793
274963,1453330,5,2011-01-31,793
274974,1453414,5,2011-01-31,793
274985,1453433,5,2011-01-31,793
274991,1453505,9,2011-01-31,794
274996,1453826,5,2011-01-31,794
275000,1453831,5,2011-01-31,793
275008,1453834,5,2011-01-31,795
275016,1453840,5,2011-01-31,793
275019,1453843,6,2011-01-31,795
275033,1453857,5,2011-01-31,793
275039,1453861,5,2011-01-31,793
275045,1453863,4,2011-01-31,793
275052,1453867,6,2011-01-31,795
275066,1453868,5,2011-01-31,794
275069,1453876,5,2011-01-31,795
275083,1453877,5,2011-01-31,793
275089,1453881,5,2011-01-31,796
275101,1453888,5,2011-01-31,795
275106,1453897,5,2011-01-31,795
275113,1453898,5,2011-01-31,795
275124,1453900,5,2011-01-31,794
275134,1453904,5,2011-01-31,794
275139,1453907,5,2011-01-31,795
275147,1453914,6,2011-01-31,795
275161,1453922,5,2011-01-31,793
275175,1453928,5,2011-01-31,793
275189,1453930,5,2011-01-31,793
275203,1453932,7,2011-01-31,793
275217,1453936,4,2011-01-31,793
275223,1453945,5,2011-01-31,794
275229,1453949,6,2011-01-31,795
275239,1453950,5,2011-01-31,795
275253,1453956,5,2011-01-31,793
275267,1453957,5,2011-01-31,793
275275,1453968,4,2011-01-31,794
275285,1453991,5,2011-01-31,793
275293,1454002,5,2011-01-31,795
275299,1454003,4,2011-01-31,794
275307,1454008,6,2011-01-31,795
275311,1454012,5,2011-01-31,793
275325,1454039,5,2011-01-31,793
275331,1454041,6,2011-01-31,795
275339,1454049,5,2011-01-31,795
275352,1454052,6,2011-01-31,795
275362,1454054,5,2011-01-31,794
275373,1454063,5,2011-01-31,793
275386,1454066,6,2011-01-31,794
275400,1454067,6,2011-01-31,794
275411,1454074,5,2011-01-31,793
275418,1454076,4,2011-01-31,793
275427,1454101,5,2011-01-31,793
275431,1454108,6,2011-01-31,795
275438,1454114,6,2011-01-31,794
275446,1454115,6,2011-01-31,794
275449,1454118,5,2011-01-31,795
275463,1454127,5,2011-01-31,793
275469,1454135,4,2011-01-31,793
275483,1454140,5,2011-01-31,793
275494,1454141,5,2011-01-31,794
275502,1454142,5,2011-01-31,793
275510,1454144,5,2011-01-31,795
275524,1454150,5,2011-01-31,793
275535,1454161,5,2011-01-31,793
275549,1454162,5,2011-01-31,793
275558,1454169,6,2011-01-31,794
275571,1454181,4,2011-01-31,793
275580,1454184,7,2011-01-31,795
275592,1454191,5,2011-01-31,793
275604,1454202,6,2011-01-31,795
275618,1454219,6,2011-01-31,794
275623,1454231,5,2011-01-31,795
275635,1454253,5,2011-01-31,793
275643,1454258,5,2011-01-31,793
275654,1454264,6,2011-01-31,793
275663,1454270,5,2011-01-31,795
275672,1454272,6,2011-01-31,794
275681,1454280,5,2011-01-31,794
275692,1454282,7,2011-01-31,793
275701,1454300,5,2011-01-31,793
275713,1454310,5,2011-01-31,794
275718,1454330,5,2011-01-31,793
275731,1454333,6,2011-01-31,794
275740,1454334,5,2011-01-31,794
275743,1454336,6,2011-01-31,795
275754,1454345,5,2011-01-31,795
275764,1454351,5,2011-01-31,794
275772,1454360,5,2011-01-31,795
275782,1454361,5,2011-01-31,793
275796,1454377,5,2011-01-31,793
275810,1454632,6,2011-01-31,794
275815,1454647,4,2011-01-31,793
275826,1454678,5,2011-01-31,794
275833,1454684,6,2011-01-31,795
275847,1454692,5,2011-01-31,793
275861,1454696,9,2011-01-31,793
275866,1454700,5,2011-01-31,793
275880,1454728,5,2011-01-31,793
275891,1454731,5,2011-01-31,793
275900,1454737,5,2011-01-31,793
275907,1454739,8,2011-01-31,793
275921,1454746,7,2011-01-31,793
275933,1454768,5,2011-01-31,794
275945,1454823,9,2011-01-31,793
275950,1454825,7,2011-01-31,794
275961,1454843,5,2011-01-31,793
275975,1454864,4,2011-01-31,793
275987,1454872,5,2011-01-31,793
275994,1454877,8,2011-01-31,794
276002,1454926,4,2011-01-31,793
276014,1454963,5,2011-01-31,793
276028,1455004,5,2011-01-31,793
276034,1455022,8,2011-01-31,793
276046,1455141,6,2011-01-31,793
276057,1455187,5,2011-01-31,793
276071,1455236,4,2011-01-31,793
276085,1455390,5,2011-01-31,793
276098,1455412,5,2011-01-31,793
276111,1455460,5,2011-01-31,793
276124,1455547,6,2011-01-31,795
276137,1455580,5,2011-01-31,793
276144,1455692,8,2011-01-31,795
276152,1455697,5,2011-01-31,793
276159,1455715,7,2011-01-31,795
276164,1455720,6,2011-01-31,795
276170,1455721,5,2011-01-31,795
276182,1455731,5,2011-01-31,793
276195,1455757,5,2011-01-31,794
276203,1455765,4,2011-01-31,793
276212,1455774,7,2011-01-31,795
276216,1455779,5,2011-01-31,795
276228,1455794,5,2011-01-31,793
276234,1455799,3,2011-01-31,796
276246,1455801,5,2011-01-31,793
276260,1455817,6,2011-01-31,793
276273,1455824,5,2011-01-31,793
276284,1455830,6,2011-01-31,795
276296,1455836,5,2011-01-31,795
276302,1455837,4,2011-01-31,793
276310,1455842,6,2011-01-31,794
276321,1455843,5,2011-01-31,793
276335,1455849,4,2011-01-31,793
276349,1455859,4,2011-01-31,793
276356,1455860,5,2011-01-31,794
276367,1455866,5,2011-01-31,793
276374,1455902,6,2011-01-31,794
276383,1455910,4,2011-01-31,794
276395,1455925,5,2011-01-31,793
276402,1455940,7,2011-01-31,795
276415,1455983,5,2011-01-31,794
276426,1456007,5,2011-01-31,795
276431,1456013,4,2011-01-31,793
276437,1456022,5,2011-01-31,795
276443,1456044,6,2011-01-31,795
276450,1456048,5,2011-01-31,793
276456,1456066,6,2011-01-31,795
276467,1456288,5,2011-01-31,793
276481,1456292,5,2011-01-31,793
276494,1456294,5,2011-01-31,793
276501,1456312,5,2011-01-31,793
276515,1456336,7,2011-01-31,793
276529,1456356,5,2011-01-31,793
276540,1456387,9,2011-01-31,793
276551,1456391,5,2011-01-31,793
276558,1456395,8,2011-01-31,793
276571,1456410,5,2011-01-31,793
276580,1456420,8,2011-01-31,795
276589,1456424,5,2011-01-31,793
276603,1456443,10,2011-01-31,793
276617,1456449,7,2011-01-31,793
276630,1456468,7,2011-01-31,793
276637,1456471,8,2011-01-31,795
276640,1456474,7,2011-01-31,794
276647,1456508,6,2011-01-31,793
276661,1456509,5,2011-01-31,793
276675,1456526,5,2011-01-31,794
276686,1456532,7,2011-01-31,793
276692,1456540,4,2011-01-31,796
276706,1456563,7,2011-01-31,793
276717,1456571,5,2011-01-31,793
276731,1456575,9,2011-01-31,793
276745,1456583,6,2011-01-31,793
276759,1456601,5,2011-01-31,793
276770,1456609,4,2011-01-31,793
276783,1456642,5,2011-01-31,793
276789,1456651,8,2011-01-31,795
276798,1456664,5,2011-01-31,793
276812,1456692,5,2011-01-31,793
276826,1456810,5,2011-01-31,793
276840,1456837,5,2011-01-31,793
276851,1456844,5,2011-01-31,793
276865,1456997,5,2011-01-31,793
276872,1457102,4,2011-01-31,793
276883,1457356,5,2011-01-31,793
276890,1457508,6,2011-01-31,793
276901,1457523,6,2011-01-31,793
276912,1457525,5,2011-01-31,794
276915,1457526,5,2011-01-31,795
276926,1457528,5,2011-01-31,793
276940,1457543,6,2011-01-31,793
276947,1457548,6,2011-01-31,795
276961,1457549,5,2011-01-31,793
276968,1457552,5,2011-01-31,795
276980,1457570,6,2011-01-31,795
276989,1457576,5,2011-01-31,794
276995,1457581,5,2011-01-31,795
277007,1457584,5,2011-01-31,793
277021,1457599,10,2011-01-31,793
277035,1457600,6,2011-01-31,793
277047,1457601,5,2011-01-31,794
277052,1457610,7,2011-01-31,793
277060,1457614,5,2011-01-31,795
277066,1457615,6,2011-01-31,794
277078,1457623,5,2011-01-31,793
277086,1457624,5,2011-01-31,794
277090,1457625,5,2011-01-31,795
277101,1457630,5,2011-01-31,793
277110,1457632,4,2011-01-31,793
277120,1457637,4,2011-01-31,793
277131,1457645,6,2011-01-31,793
277145,1457655,5,2011-01-31,793
277153,1457660,5,2011-01-31,795
277158,1457662,5,2011-01-31,795
277169,1457663,6,2011-01-31,793
277183,1457670,5,2011-01-31,793
277192,1457672,5,2011-01-31,794
277202,1457687,6,2011-01-31,794
277206,1457689,5,2011-01-31,795
277214,1457698,7,2011-01-31,794
277228,1457699,5,2011-01-31,794
277232,1457700,6,2011-01-31,795
277237,1457713,5,2011-01-31,795
277246,1457719,5,2011-01-31,794
277257,1457720,5,2011-01-31,793
277265,1457730,5,2011-01-31,794
277269,1457731,5,2011-01-31,793
277283,1457734,5,2011-01-31,794
277291,1457736,4,2011-01-31,793
277305,1457744,5,2011-01-31,793
277317,1457755,6,2011-01-31,794
277328,1457758,5,2011-01-31,793
277339,1457772,5,2011-01-31,793
277353,1457773,5,2011-01-31,793
277367,1457776,5,2011-01-31,793
277373,1457783,6,2011-01-31,795
277387,1457785,4,2011-01-31,794
277394,1457790,5,2011-01-31,794
277406,1457791,5,2011-01-31,794
277413,1457793,6,2011-01-31,795
277422,1457808,5,2011-01-31,793
277437,1457811,6,2011-01-31,794
277441,1457822,6,2011-01-31,795
277447,1457829,5,2011-01-31,795
277453,1457833,5,2011-01-31,793
277463,1457841,6,2011-01-31,793
277477,1457843,7,2011-01-31,793
277485,1457845,4,2011-01-31,793
277496,1457849,6,2011-01-31,793
277505,1457865,5,2011-01-31,793
277519,1457867,5,2011-01-31,793
277527,1457881,5,2011-01-31,793
277533,1457889,5,2011-01-31,795
277544,1457892,5,2011-01-31,793
277551,1457896,6,2011-01-31,795
277561,1457897,4,2011-01-31,793
277575,1457914,5,2011-01-31,793
277585,1457925,6,2011-01-31,795
277595,1457941,6,2011-01-31,795
277608,1457959,5,2011-01-31,794
277615,1457964,5,2011-01-31,793
277628,1457968,4,2011-01-31,793
277640,1457985,5,2011-01-31,795
277653,1457986,6,2011-01-31,795
277659,1458025,5,2011-01-31,795
277663,1458054,5,2011-01-31,795
277678,1458064,5,2011-01-31,794
277683,1458066,5,2011-01-31,795
277688,1458083,4,2011-01-31,793
277699,1458107,5,2011-01-31,793
277710,1458118,5,2011-01-31,794
277721,1458126,6,2011-01-31,795
277730,1458131,6,2011-01-31,793
277737,1458139,4,2011-01-31,793
277743,1458188,5,2011-01-31,794
277749,1458197,5,2011-01-31,795
277761,1458200,4,2011-01-31,794
277772,1458208,4,2011-01-31,793
277784,1458219,5,2011-01-31,794
277790,1458227,6,2011-01-31,793
277800,1458242,5,2011-01-31,794
277806,1458244,5,2011-01-31,795
277818,1458249,4,2011-01-31,794
277827,1458260,6,2011-01-31,795
277840,1458262,5,2011-01-31,794
277848,1458264,5,2011-01-31,793
277859,1458277,4,2011-01-31,793
277871,1458279,5,2011-01-31,794
277881,1458664,5,2011-01-31,794
277892,1458669,5,2011-01-31,793
277905,1458690,7,2011-01-31,793
277919,1458717,5,2011-01-31,793
277933,1458739,5,2011-01-31,793
277941,1458746,5,2011-01-31,795
277952,1458775,5,2011-01-31,793
277966,1458779,6,2011-01-31,793
277980,1458788,6,2011-01-31,793
277994,1458793,5,2011-01-31,793
278008,1458795,5,2011-01-31,793
278022,1458798,5,2011-01-31,793
278036,1458806,7,2011-01-31,793
278050,1458830,10,2011-01-31,793
278064,1458837,5,2011-01-31,793
278078,1458851,7,2011-01-31,793
278091,1458863,4,2011-01-31,793
278105,1458879,5,2011-01-31,793
278119,1458883,5,2011-01-31,793
278130,1458907,5,2011-01-31,793
278144,1458913,7,2011-01-31,793
278157,1458931,4,2011-01-31,793
278168,1458939,8,2011-01-31,793
278182,1458941,6,2011-01-31,793
278189,1458952,7,2011-01-31,793
278196,1458957,5,2011-01-31,793
278210,1458974,5,2011-01-31,793
278224,1459000,5,2011-01-31,793
278238,1459001,5,2011-01-31,793
278245,1459006,5,2011-01-31,793
278253,1459042,5,2011-01-31,795
278267,1459077,6,2011-01-31,793
278281,1459080,6,2011-01-31,793
278289,1459107,7,2011-01-31,793
278303,1459166,5,2011-01-31,793
278309,1459224,7,2011-01-31,794
278318,1459258,5,2011-01-31,793
278328,1459314,5,2011-01-31,793
278337,1459475,7,2011-01-31,795
278344,1460169,5,2011-01-31,793
278353,1460170,7,2011-01-31,793
278366,1460172,7,2011-01-31,795
278371,1460192,7,2011-01-31,795
278385,1460195,5,2011-01-31,793
278396,1460204,4,2011-01-31,793
278410,1460205,5,2011-01-31,793
278422,1460214,5,2011-01-31,793
278429,1460221,6,2011-01-31,795
278443,1460234,4,2011-01-31,793
278453,1460243,6,2011-01-31,794
278468,1460246,5,2011-01-31,794
278480,1460263,5,2011-01-31,793
278494,1460265,5,2011-01-31,793
278500,1460271,6,2011-01-31,795
278505,1460272,7,2011-01-31,794
278517,1460273,5,2011-01-31,793
278531,1460278,5,2011-01-31,793
278539,1460279,5,2011-01-31,793
278549,1460281,4,2011-01-31,793
278558,1460285,4,2011-01-31,793
278572,1460286,4,2011-01-31,793
278586,1460305,6,2011-01-31,794
278595,1460326,5,2011-01-31,793
278606,1460331,5,2011-01-31,794
278612,1460333,6,2011-01-31,795
278621,1460335,5,2011-01-31,793
278632,1460339,5,2011-01-31,795
278642,1460348,4,2011-01-31,793
278648,1460357,3,2011-01-31,796
278660,1460360,5,2011-01-31,794
278669,1460364,5,2011-01-31,794
278676,1460368,4,2011-01-31,793
278688,1460374,6,2011-01-31,795
278695,1460381,6,2011-01-31,795
278709,1460395,5,2011-01-31,793
278717,1460397,5,2011-01-31,795
278726,1460415,5,2011-01-31,793
278738,1460416,5,2011-01-31,795
278747,1460418,5,2011-01-31,793
278758,1460419,5,2011-01-31,793
278768,1460420,6,2011-01-31,794
278782,1460421,5,2011-01-31,794
278794,1460428,4,2011-01-31,793
278808,1460439,5,2011-01-31,793
278819,1460454,5,2011-01-31,793
278830,1460459,5,2011-01-31,793
278837,1460469,4,2011-01-31,793
278851,1460470,5,2011-01-31,793
278858,1460471,6,2011-01-31,795
278866,1460477,4,2011-01-31,793
278880,1460489,5,2011-01-31,793
278894,1460494,5,2011-01-31,793
278901,1460495,6,2011-01-31,795
278912,1460498,5,2011-01-31,793
278924,1460506,5,2011-01-31,794
278927,1460507,6,2011-01-31,795
278938,1460510,4,2011-01-31,793
